"###Public_4###"
"ID","Date/Time","Action","Message","SSID","AP"
" 819 ","2023-07-15 17:50:35","client-ip-detected","Client 0e:98:a4:1b:3d:a0 had an IPv6 address detected (by NONE packets)","Bass Lake Public WiFi","BassLake_Parking_Outdoor"
" 820 ","2023-07-15 17:50:35","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 821 ","2023-07-15 17:50:35","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.18 offered by server 172.17.0.254 from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 822 ","2023-07-15 17:50:35","DHCP-ACK","DHCP ACK for IP 172.17.0.18 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 82:7a:2a:b8:37:42 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 823 ","2023-07-15 17:50:37","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 824 ","2023-07-15 17:50:37","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 825 ","2023-07-15 17:50:39","client-authentication","Client 0e:98:a4:1b:3d:a0 authenticated.","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 826 ","2023-07-15 17:50:39","auth-req","AP received authentication request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 827 ","2023-07-15 17:50:39","auth-resp","AP sent authentication response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 828 ","2023-07-15 17:50:39","reassoc-req","AP received reassociation request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 829 ","2023-07-15 17:50:39","reassoc-resp","AP sent reassociation response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 830 ","2023-07-15 17:50:39","client-ip-detected","Client 0e:98:a4:1b:3d:a0 had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 831 ","2023-07-15 17:50:40","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 832 ","2023-07-15 17:50:40","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IPv6 address detected (by ARP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 833 ","2023-07-15 17:50:40","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 834 ","2023-07-15 17:50:41","client-authentication","Client 7e:20:01:c3:14:6e authenticated.","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 835 ","2023-07-15 17:50:42","client-ip-detected","Client 7e:20:01:c3:14:6e had an IP address detected (by ARP packets).","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 836 ","2023-07-15 17:50:42","auth-req","AP received authentication request frame from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 837 ","2023-07-15 17:50:42","auth-resp","AP sent authentication response frame to client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 838 ","2023-07-15 17:50:42","assoc-req","AP received association request frame from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 839 ","2023-07-15 17:50:42","assoc-resp","AP sent association response frame to client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 840 ","2023-07-15 17:50:44","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.72 from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 841 ","2023-07-15 17:50:44","DHCP-ACK","DHCP ACK for IP 172.17.0.72 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 7e:20:01:c3:14:6e from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 842 ","2023-07-15 17:50:47","client-ip-detected","Client 7e:20:01:c3:14:6e had an IP address detected (by ARP packets).","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 843 ","2023-07-15 17:50:47","client-ip-detected","Client 7e:20:01:c3:14:6e had an IPv6 address detected (by IP packets)","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 844 ","2023-07-15 17:50:47","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IP address detected (by ARP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 845 ","2023-07-15 17:52:12","reassoc-resp","AP sent reassociation response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 846 ","2023-07-15 17:50:47","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IPv6 address detected (by NONE packets)","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 847 ","2023-07-15 17:50:49","client-authentication","Client 82:7a:2a:b8:37:42 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 848 ","2023-07-15 17:50:49","auth-req","AP received authentication request frame from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 849 ","2023-07-15 17:50:49","auth-resp","AP sent authentication response frame to client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 850 ","2023-07-15 17:50:49","reassoc-req","AP received reassociation request frame from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 851 ","2023-07-15 17:50:49","reassoc-resp","AP sent reassociation response frame to client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 852 ","2023-07-15 17:50:49","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 853 ","2023-07-15 17:50:50","client-authentication","Client 0e:98:a4:1b:3d:a0 authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 854 ","2023-07-15 17:50:50","client-ip-detected","Client 0e:98:a4:1b:3d:a0 had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 855 ","2023-07-15 17:50:51","auth-req","AP received authentication request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Office_AP"
" 856 ","2023-07-15 17:50:51","auth-resp","AP sent authentication response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Office_AP"
" 857 ","2023-07-15 17:50:51","reassoc-req","AP received reassociation request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Office_AP"
" 858 ","2023-07-15 17:50:51","reassoc-resp","AP sent reassociation response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Office_AP"
" 859 ","2023-07-15 17:50:54","client-authentication","Client ee:e4:2b:8c:91:9d authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 860 ","2023-07-15 17:50:54","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IP address detected (by IP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 861 ","2023-07-15 17:50:54","auth-req","AP received authentication request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 862 ","2023-07-15 17:50:54","auth-resp","AP sent authentication response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 863 ","2023-07-15 17:50:54","reassoc-req","AP received reassociation request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 864 ","2023-07-15 17:50:54","reassoc-resp","AP sent reassociation response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 865 ","2023-07-15 17:50:57","client-authentication","Client 82:7a:2a:b8:37:42 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 866 ","2023-07-15 17:50:58","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 867 ","2023-07-15 17:50:58","auth-req","AP received authentication request frame from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 868 ","2023-07-15 17:50:58","auth-resp","AP sent authentication response frame to client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 869 ","2023-07-15 17:50:58","reassoc-req","AP received reassociation request frame from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 870 ","2023-07-15 17:50:58","reassoc-resp","AP sent reassociation response frame to client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 871 ","2023-07-15 17:51:00","client-authentication","Client 0e:98:a4:1b:3d:a0 authenticated.","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 872 ","2023-07-15 17:51:00","client-ip-detected","Client 0e:98:a4:1b:3d:a0 had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 873 ","2023-07-15 17:51:01","auth-req","AP received authentication request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 874 ","2023-07-15 17:51:01","auth-resp","AP sent authentication response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 875 ","2023-07-15 17:51:01","reassoc-req","AP received reassociation request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 876 ","2023-07-15 17:51:01","reassoc-resp","AP sent reassociation response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 877 ","2023-07-15 17:51:02","client-authentication","Client 0e:98:a4:1b:3d:a0 authenticated.","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 878 ","2023-07-15 17:51:02","client-ip-detected","Client 0e:98:a4:1b:3d:a0 had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 879 ","2023-07-15 17:51:03","auth-req","AP received authentication request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 880 ","2023-07-15 17:51:03","auth-resp","AP sent authentication response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 881 ","2023-07-15 17:51:03","reassoc-req","AP received reassociation request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 882 ","2023-07-15 17:51:03","reassoc-resp","AP sent reassociation response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 883 ","2023-07-15 17:51:23","client-authentication","Client ee:e4:2b:8c:91:9d authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 884 ","2023-07-15 17:51:23","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IP address detected (by ARP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 885 ","2023-07-15 17:51:23","auth-req","AP received authentication request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 886 ","2023-07-15 17:51:23","auth-resp","AP sent authentication response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 887 ","2023-07-15 17:51:23","reassoc-req","AP received reassociation request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 888 ","2023-07-15 17:51:23","reassoc-resp","AP sent reassociation response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 889 ","2023-07-15 17:51:31","DHCP6-SOLICIT","DHCP6 SOLICIT from client 54:8c:a0:06:b5:bd(54:8c:a0:06:b5:bd)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 890 ","2023-07-15 17:51:35","client-authentication","Client ee:e4:2b:8c:91:9d authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 891 ","2023-07-15 17:51:35","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IP address detected (by ARP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 892 ","2023-07-15 17:51:35","auth-req","AP received authentication request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 893 ","2023-07-15 17:51:35","auth-resp","AP sent authentication response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 894 ","2023-07-15 17:51:35","reassoc-req","AP received reassociation request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 895 ","2023-07-15 17:51:35","reassoc-resp","AP sent reassociation response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 896 ","2023-07-15 17:51:37","client-authentication","Client 0e:98:a4:1b:3d:a0 authenticated.","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 897 ","2023-07-15 17:51:37","client-ip-detected","Client 0e:98:a4:1b:3d:a0 had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 898 ","2023-07-15 17:51:38","auth-req","AP received authentication request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 899 ","2023-07-15 17:51:38","auth-resp","AP sent authentication response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 900 ","2023-07-15 17:51:38","reassoc-req","AP received reassociation request frame from client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 901 ","2023-07-15 17:51:38","reassoc-resp","AP sent reassociation response frame to client 0e:98:a4:1b:3d:a0","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 902 ","2023-07-15 17:51:47","client-authentication","Client ee:e4:2b:8c:91:9d authenticated.","HSPD Public WiFi","LEC Outdoor Parking Lot AP"
" 903 ","2023-07-15 17:51:47","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IP address detected (by ARP packets).","HSPD Public WiFi","LEC Outdoor Parking Lot AP"
" 904 ","2023-07-15 17:51:47","auth-req","AP received authentication request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC Outdoor Parking Lot AP"
" 905 ","2023-07-15 17:51:47","auth-resp","AP sent authentication response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC Outdoor Parking Lot AP"
" 906 ","2023-07-15 17:51:47","reassoc-req","AP received reassociation request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC Outdoor Parking Lot AP"
" 907 ","2023-07-15 17:51:47","reassoc-resp","AP sent reassociation response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC Outdoor Parking Lot AP"
" 908 ","2023-07-15 17:51:55","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.146 from client 3c:f0:11:cd:e3:26","Town Hall Public WiFi","Town Hall Planning Lobby"
" 909 ","2023-07-15 17:51:55","DHCP-ACK","DHCP ACK for IP 172.17.0.146 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 3c:f0:11:cd:e3:26 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Town Hall Public WiFi","Town Hall Planning Lobby"
" 910 ","2023-07-15 17:52:03","client-authentication","Client 7e:20:01:c3:14:6e authenticated.","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 911 ","2023-07-15 17:52:03","client-disconnected-by-wtp","Client 7e:20:01:c3:14:6e disconnected by WTP.","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 912 ","2023-07-15 17:52:04","auth-req","AP received authentication request frame from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 913 ","2023-07-15 17:52:04","auth-resp","AP sent authentication response frame to client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 914 ","2023-07-15 17:52:04","reassoc-req","AP received reassociation request frame from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 915 ","2023-07-15 17:52:04","reassoc-resp","AP sent reassociation response frame to client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 916 ","2023-07-15 17:52:04","client-authentication","Client 7e:20:01:c3:14:6e authenticated.","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 917 ","2023-07-15 17:52:04","client-ip-detected","Client 7e:20:01:c3:14:6e had an IP address detected (by IP packets).","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 918 ","2023-07-15 17:52:04","client-ip-detected","Client 7e:20:01:c3:14:6e had an IP address detected (by IP packets).","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 919 ","2023-07-15 17:52:04","client-ip-detected","Client 7e:20:01:c3:14:6e had an IPv6 address detected (by IP packets)","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 920 ","2023-07-15 17:52:05","auth-req","AP received authentication request frame from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 921 ","2023-07-15 17:52:05","auth-resp","AP sent authentication response frame to client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 922 ","2023-07-15 17:52:05","assoc-req","AP received association request frame from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 923 ","2023-07-15 17:52:05","assoc-resp","AP sent association response frame to client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 924 ","2023-07-15 17:52:05","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.72 from client 7e:20:01:c3:14:6e","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 925 ","2023-07-15 17:52:05","DHCP-ACK","DHCP ACK for IP 172.17.0.72 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 7e:20:01:c3:14:6e from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 2 Public WiFi","FS2_Hallway_Back"
" 926 ","2023-07-15 17:52:06","client-authentication","Client ee:e4:2b:8c:91:9d authenticated.","HSPD Public WiFi","LEC_Outdoor_SallyPort_AP"
" 927 ","2023-07-15 17:52:06","client-ip-detected","Client ee:e4:2b:8c:91:9d had an IP address detected (by ARP packets).","HSPD Public WiFi","LEC_Outdoor_SallyPort_AP"
" 928 ","2023-07-15 17:52:07","auth-req","AP received authentication request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_Outdoor_SallyPort_AP"
" 929 ","2023-07-15 17:52:07","auth-resp","AP sent authentication response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_Outdoor_SallyPort_AP"
" 930 ","2023-07-15 17:52:07","reassoc-req","AP received reassociation request frame from client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_Outdoor_SallyPort_AP"
" 931 ","2023-07-15 17:52:07","reassoc-resp","AP sent reassociation response frame to client ee:e4:2b:8c:91:9d","HSPD Public WiFi","LEC_Outdoor_SallyPort_AP"
" 932 ","2023-07-15 17:52:10","client-authentication","Client 82:7a:2a:b8:37:42 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 933 ","2023-07-15 17:52:10","auth-req","AP received authentication request frame from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 934 ","2023-07-15 17:52:10","auth-resp","AP sent authentication response frame to client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 935 ","2023-07-15 17:52:10","reassoc-req","AP received reassociation request frame from client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 936 ","2023-07-15 17:52:10","reassoc-resp","AP sent reassociation response frame to client 82:7a:2a:b8:37:42","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 937 ","2023-07-15 17:52:11","client-authentication","Client 02:b3:1f:b0:12:e0 authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 938 ","2023-07-15 17:52:12","auth-req","AP received authentication request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 939 ","2023-07-15 17:52:12","auth-resp","AP sent authentication response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 940 ","2023-07-15 17:52:12","reassoc-req","AP received reassociation request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 941 ","2023-07-15 17:52:14","client-ip-detected","Client 02:b3:1f:b0:12:e0 had an IP address detected (by IP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 942 ","2023-07-15 17:52:29","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.104 from client 80:cb:bc:f5:8e:18","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 943 ","2023-07-15 17:52:29","DHCP-ACK","DHCP ACK for IP 172.17.0.104 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 80:cb:bc:f5:8e:18 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 944 ","2023-07-15 17:52:30","client-authentication","Client 02:b3:1f:b0:12:e0 authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 945 ","2023-07-15 17:52:30","client-ip-detected","Client 02:b3:1f:b0:12:e0 had an IP address detected (by IP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 946 ","2023-07-15 17:52:30","auth-req","AP received authentication request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 947 ","2023-07-15 17:52:30","auth-resp","AP sent authentication response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 948 ","2023-07-15 17:52:30","reassoc-req","AP received reassociation request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 949 ","2023-07-15 17:52:30","reassoc-resp","AP sent reassociation response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 950 ","2023-07-15 17:52:40","client-ip-detected","Client 82:7a:2a:b8:37:42 had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 951 ","2023-07-15 17:52:44","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 952 ","2023-07-15 17:52:45","client-authentication","Client 02:b3:1f:b0:12:e0 authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 953 ","2023-07-15 17:52:45","client-ip-detected","Client 02:b3:1f:b0:12:e0 had an IP address detected (by ARP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 954 ","2023-07-15 17:52:45","auth-req","AP received authentication request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 955 ","2023-07-15 17:52:45","auth-resp","AP sent authentication response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 956 ","2023-07-15 17:52:45","reassoc-req","AP received reassociation request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 957 ","2023-07-15 17:52:45","reassoc-resp","AP sent reassociation response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 958 ","2023-07-15 17:53:03","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.70 from client 8c:1d:96:66:d0:ff","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 959 ","2023-07-15 17:53:03","DHCP-ACK","DHCP ACK for IP 172.17.0.70 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 8c:1d:96:66:d0:ff from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 960 ","2023-07-15 17:53:11","client-authentication","Client 02:b3:1f:b0:12:e0 authenticated.","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 961 ","2023-07-15 17:53:12","auth-req","AP received authentication request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 962 ","2023-07-15 17:53:12","auth-resp","AP sent authentication response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 963 ","2023-07-15 17:53:12","reassoc-req","AP received reassociation request frame from client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 964 ","2023-07-15 17:53:12","reassoc-resp","AP sent reassociation response frame to client 02:b3:1f:b0:12:e0","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 965 ","2023-07-15 17:53:16","client-ip-detected","Client 02:b3:1f:b0:12:e0 had an IP address detected (by IP packets).","HSPD Public WiFi","LEC_PatrolSargents_AP"
" 966 ","2023-07-15 17:53:17","client-authentication","Client 8a:03:fa:3c:ed:9b authenticated.","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 967 ","2023-07-15 17:53:17","client-ip-detected","Client 8a:03:fa:3c:ed:9b had an IP address detected (by ARP packets).","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 968 ","2023-07-15 17:53:17","client-ip-detected","Client 8a:03:fa:3c:ed:9b had an IP address detected (by ARP packets).","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 969 ","2023-07-15 17:53:17","client-ip-detected","Client 8a:03:fa:3c:ed:9b had an IPv6 address detected (by IP packets)","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 970 ","2023-07-15 17:53:17","auth-req","AP received authentication request frame from client 8a:03:fa:3c:ed:9b","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 971 ","2023-07-15 17:53:17","auth-resp","AP sent authentication response frame to client 8a:03:fa:3c:ed:9b","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 972 ","2023-07-15 17:53:17","reassoc-req","AP received reassociation request frame from client 8a:03:fa:3c:ed:9b","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 973 ","2023-07-15 17:53:17","reassoc-resp","AP sent reassociation response frame to client 8a:03:fa:3c:ed:9b","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 974 ","2023-07-15 17:53:17","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.78 from client 8a:03:fa:3c:ed:9b","Fire Station 2 Public WiFi","FS2_Hallway_Front"
" 975 ","2023-07-15 17:53:17","DHCP-ACK","DHCP ACK for IP 172.17.0.78 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 8a:03:fa:3c:ed:9b from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 2 Public WiFi","FS2_Hallway_Front"
