OriginalLineIdx,DateTime,Action,ApId,ClientId,BSSID,SSID
4405,2023-07-16 16:49:06,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4406,2023-07-16 16:49:06,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4407,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4408,2023-07-16 16:50:07,connect,FS2_Bay_AP,dev_000000055,,Fire Station 2 Public WiFi
4409,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4410,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4411,2023-07-16 16:50:07,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4412,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4413,2023-07-16 16:50:07,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4414,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4415,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4416,2023-07-16 16:50:07,connect,FS2_Bay_AP,dev_000000055,,Fire Station 2 Public WiFi
4417,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4418,2023-07-16 16:50:07,connect,FS2_Outside_Back_AP,dev_000000085,,Fire Station 2 Public WiFi
4419,2023-07-16 16:50:08,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4420,2023-07-16 16:50:08,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4421,2023-07-16 16:50:08,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4422,2023-07-16 16:50:08,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4423,2023-07-16 16:50:08,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4424,2023-07-16 16:50:09,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4425,2023-07-16 16:50:09,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4426,2023-07-16 16:50:09,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4427,2023-07-16 16:50:09,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4428,2023-07-16 16:50:09,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4429,2023-07-16 16:50:09,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4430,2023-07-16 16:50:10,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4431,2023-07-16 16:50:10,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4432,2023-07-16 16:50:10,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4433,2023-07-16 16:50:10,connect,FS2_Bay_AP,dev_000000086,,Fire Station 2 Public WiFi
4434,2023-07-16 16:50:11,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4435,2023-07-16 16:50:11,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4436,2023-07-16 16:50:12,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4437,2023-07-16 16:50:12,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4438,2023-07-16 16:50:12,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4439,2023-07-16 16:50:12,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4440,2023-07-16 16:50:14,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4441,2023-07-16 16:50:14,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4442,2023-07-16 16:50:14,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4443,2023-07-16 16:50:14,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4444,2023-07-16 16:50:14,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4445,2023-07-16 16:50:14,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4446,2023-07-16 16:50:16,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4447,2023-07-16 16:50:16,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4448,2023-07-16 16:50:20,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4449,2023-07-16 16:50:21,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4450,2023-07-16 16:50:21,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4451,2023-07-16 16:50:21,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4452,2023-07-16 16:50:21,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4453,2023-07-16 16:50:21,connect,FS2_Bay_AP,dev_000000085,,Fire Station 2 Public WiFi
4454,2023-07-16 16:50:27,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4455,2023-07-16 16:50:27,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4456,2023-07-16 16:50:27,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4457,2023-07-16 16:50:28,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4458,2023-07-16 16:50:28,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4459,2023-07-16 16:50:28,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4460,2023-07-16 16:50:28,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4461,2023-07-16 16:50:50,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4462,2023-07-16 16:50:50,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4463,2023-07-16 16:50:51,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4464,2023-07-16 16:50:51,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4465,2023-07-16 16:50:51,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4466,2023-07-16 16:50:51,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4467,2023-07-16 16:50:52,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4468,2023-07-16 16:50:52,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4469,2023-07-16 16:50:53,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4470,2023-07-16 16:50:53,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4471,2023-07-16 16:50:53,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4472,2023-07-16 16:50:53,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4473,2023-07-16 16:50:53,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4474,2023-07-16 16:50:55,connect,HuntCenter_Basketball_AP,dev_000000101,,Hunt Center Public WiFi
4475,2023-07-16 16:50:55,connect,HuntCenter_Basketball_AP,dev_000000101,,Hunt Center Public WiFi
4476,2023-07-16 16:51:03,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4477,2023-07-16 16:51:03,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4478,2023-07-16 16:51:03,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4479,2023-07-16 16:51:03,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4480,2023-07-16 16:51:03,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4481,2023-07-16 16:51:03,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4482,2023-07-16 16:51:11,connect,HuntCenter_Lobby_AP,dev_000000101,,Hunt Center Public WiFi
4483,2023-07-16 16:51:11,connect,HuntCenter_Lobby_AP,dev_000000101,,Hunt Center Public WiFi
4484,2023-07-16 16:51:11,connect,HuntCenter_Lobby_AP,dev_000000101,,Hunt Center Public WiFi
4485,2023-07-16 16:51:11,connect,HuntCenter_Lobby_AP,dev_000000101,,Hunt Center Public WiFi
4486,2023-07-16 16:51:11,connect,HuntCenter_Lobby_AP,dev_000000101,,Hunt Center Public WiFi
4487,2023-07-16 16:51:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4488,2023-07-16 16:51:17,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4489,2023-07-16 16:51:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4490,2023-07-16 16:51:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4491,2023-07-16 16:51:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4492,2023-07-16 16:51:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4493,2023-07-16 16:51:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4494,2023-07-16 16:51:39,connect,HuntCenter_Lobby_AP,dev_000000094,,Hunt Center Public WiFi
4495,2023-07-16 16:51:39,connect,HuntCenter_Lobby_AP,dev_000000094,,Hunt Center Public WiFi
4496,2023-07-16 16:51:39,connect,HuntCenter_Lobby_AP,dev_000000094,,Hunt Center Public WiFi
4497,2023-07-16 16:51:39,connect,HuntCenter_Lobby_AP,dev_000000094,,Hunt Center Public WiFi
4498,2023-07-16 16:51:39,connect,HuntCenter_Lobby_AP,dev_000000094,,Hunt Center Public WiFi
4499,2023-07-16 16:51:40,connect,HuntCenter_Lobby_AP,dev_000000094,,Hunt Center Public WiFi
4500,2023-07-16 16:51:47,connect,HuntCenter_Basketball_AP,dev_000000094,,Hunt Center Public WiFi
4501,2023-07-16 16:51:47,connect,HuntCenter_Basketball_AP,dev_000000094,,Hunt Center Public WiFi
4502,2023-07-16 16:51:47,connect,HuntCenter_Basketball_AP,dev_000000094,,Hunt Center Public WiFi
4503,2023-07-16 16:51:47,connect,HuntCenter_Basketball_AP,dev_000000094,,Hunt Center Public WiFi
4504,2023-07-16 16:51:47,connect,HuntCenter_Basketball_AP,dev_000000094,,Hunt Center Public WiFi
4505,2023-07-16 16:51:47,connect,HuntCenter_Basketball_AP,dev_000000094,,Hunt Center Public WiFi
4506,2023-07-16 16:52:02,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4507,2023-07-16 16:52:02,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4508,2023-07-16 16:52:02,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4509,2023-07-16 16:52:03,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4510,2023-07-16 16:52:03,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4511,2023-07-16 16:52:03,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4512,2023-07-16 16:52:03,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4513,2023-07-16 16:52:16,connect,FS2_Hallway_Front,dev_000000085,,Fire Station 2 Public WiFi
4514,2023-07-16 16:52:16,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4515,2023-07-16 16:52:16,connect,FS2_Hallway_Front,dev_000000085,,Fire Station 2 Public WiFi
4516,2023-07-16 16:52:16,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4517,2023-07-16 16:52:16,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4518,2023-07-16 16:52:16,connect,FS2_Hallway_Front,dev_000000085,,Fire Station 2 Public WiFi
4519,2023-07-16 16:52:16,connect,FS2_Hallway_Front,dev_000000085,,Fire Station 2 Public WiFi
4520,2023-07-16 16:52:16,connect,FS2_Hallway_Front,dev_000000085,,Fire Station 2 Public WiFi
4521,2023-07-16 16:52:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4522,2023-07-16 16:52:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4523,2023-07-16 16:52:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4524,2023-07-16 16:52:17,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4525,2023-07-16 16:52:24,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4526,2023-07-16 16:52:24,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4527,2023-07-16 16:52:25,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4528,2023-07-16 16:52:25,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4529,2023-07-16 16:52:25,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4530,2023-07-16 16:52:25,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4531,2023-07-16 16:52:26,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4532,2023-07-16 16:52:26,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4533,2023-07-16 16:52:26,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4534,2023-07-16 16:52:27,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4535,2023-07-16 16:52:27,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4536,2023-07-16 16:52:27,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4537,2023-07-16 16:52:27,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4538,2023-07-16 16:52:33,disconnect,LEC_Communications_AP,dev_000000052,,HSPD Public WiFi
4539,2023-07-16 16:52:46,connect,FS2_Hallway_Front,dev_000000085,,Fire Station 2 Public WiFi
4540,2023-07-16 16:52:49,disconnect,FS1_UP_HallWay_AP,dev_000000100,,Fire Station 1 Public WiFi
4541,2023-07-16 16:52:51,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4542,2023-07-16 16:52:51,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4543,2023-07-16 16:52:51,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4544,2023-07-16 16:52:52,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4545,2023-07-16 16:52:52,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4546,2023-07-16 16:52:52,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4547,2023-07-16 16:52:52,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4548,2023-07-16 16:53:13,connect,HuntCenter_2ndFloor_Room_AP,dev_000000101,,Hunt Center Public WiFi
4549,2023-07-16 16:53:13,connect,HuntCenter_2ndFloor_Room_AP,dev_000000101,,Hunt Center Public WiFi
4550,2023-07-16 16:53:13,connect,HuntCenter_2ndFloor_Room_AP,dev_000000101,,Hunt Center Public WiFi
4551,2023-07-16 16:53:13,connect,HuntCenter_2ndFloor_Room_AP,dev_000000101,,Hunt Center Public WiFi
4552,2023-07-16 16:53:13,connect,HuntCenter_2ndFloor_Room_AP,dev_000000101,,Hunt Center Public WiFi
4553,2023-07-16 16:53:16,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4554,2023-07-16 16:53:16,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4555,2023-07-16 16:53:17,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4556,2023-07-16 16:53:17,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4557,2023-07-16 16:53:17,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4558,2023-07-16 16:53:17,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4559,2023-07-16 16:53:23,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4560,2023-07-16 16:53:23,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4561,2023-07-16 16:53:23,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4562,2023-07-16 16:53:24,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4563,2023-07-16 16:53:24,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4564,2023-07-16 16:53:24,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4565,2023-07-16 16:53:24,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4566,2023-07-16 16:53:26,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4567,2023-07-16 16:53:26,connect,FS2_Hallway_Back,dev_000000086,,Fire Station 2 Public WiFi
4568,2023-07-16 16:53:32,connect,HuntCenter_2ndFloor_Room_AP,dev_000000101,,Hunt Center Public WiFi
4569,2023-07-16 16:53:52,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4570,2023-07-16 16:53:52,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4571,2023-07-16 16:53:52,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4572,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4573,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4574,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4575,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4576,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4577,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4578,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4579,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4580,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4581,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4582,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4583,2023-07-16 16:53:53,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4584,2023-07-16 16:53:54,disconnect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4585,2023-07-16 16:54:04,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4586,2023-07-16 16:54:04,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4587,2023-07-16 16:54:04,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4588,2023-07-16 16:54:05,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4589,2023-07-16 16:54:05,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4590,2023-07-16 16:54:05,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4591,2023-07-16 16:54:05,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4592,2023-07-16 16:54:11,disconnect,PW_Yard_AP,dev_000000102,,Public Works Public WiFi
4593,2023-07-16 16:54:20,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4594,2023-07-16 16:54:21,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4595,2023-07-16 16:54:21,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4596,2023-07-16 16:54:21,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4597,2023-07-16 16:54:21,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4598,2023-07-16 16:54:21,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4599,2023-07-16 16:54:23,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4600,2023-07-16 16:54:35,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4601,2023-07-16 16:54:35,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4602,2023-07-16 16:54:36,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4603,2023-07-16 16:54:36,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4604,2023-07-16 16:54:36,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4605,2023-07-16 16:54:36,connect,HuntCenter_Gym_AP,dev_000000091,,Hunt Center Public WiFi
4606,2023-07-16 16:54:46,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4607,2023-07-16 16:54:46,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4608,2023-07-16 16:54:47,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4609,2023-07-16 16:54:47,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4610,2023-07-16 16:54:47,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4611,2023-07-16 16:54:47,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4612,2023-07-16 16:54:48,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4613,2023-07-16 16:54:48,connect,HuntCenter_Gym_AP,dev_000000103,,Hunt Center Public WiFi
4614,2023-07-16 16:54:53,disconnect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4615,2023-07-16 16:54:57,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4616,2023-07-16 16:54:58,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4617,2023-07-16 16:54:58,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4618,2023-07-16 16:54:58,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4619,2023-07-16 16:54:58,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4620,2023-07-16 16:54:58,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4621,2023-07-16 16:54:59,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4622,2023-07-16 16:54:59,connect,FS1_UP_HallWay_AP,dev_000000077,,Fire Station 1 Public WiFi
4623,2023-07-16 16:55:01,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4624,2023-07-16 16:55:23,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4625,2023-07-16 16:55:23,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4626,2023-07-16 16:55:26,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4627,2023-07-16 16:55:26,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4628,2023-07-16 16:55:26,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4629,2023-07-16 16:55:26,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4630,2023-07-16 16:55:26,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4631,2023-07-16 16:55:26,connect,HuntCenter_2ndFloor_Room_AP,dev_000000091,,Hunt Center Public WiFi
4632,2023-07-16 16:55:29,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4633,2023-07-16 16:55:29,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4634,2023-07-16 16:55:31,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4635,2023-07-16 16:55:31,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4636,2023-07-16 16:55:37,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4637,2023-07-16 16:55:37,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4638,2023-07-16 16:55:40,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4639,2023-07-16 16:55:40,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4640,2023-07-16 16:55:40,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4641,2023-07-16 16:55:40,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4642,2023-07-16 16:55:40,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4643,2023-07-16 16:55:40,connect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4644,2023-07-16 16:55:40,disconnect,FS1_UP_HallWay_AP,dev_000000030,,Fire Station 1 Public WiFi
4645,2023-07-16 16:55:56,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4646,2023-07-16 16:55:56,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4647,2023-07-16 16:55:59,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4648,2023-07-16 16:55:59,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4649,2023-07-16 16:56:01,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4650,2023-07-16 16:56:01,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4651,2023-07-16 16:56:13,connect,Town Hall Holleman AP,dev_000000014,,Town Hall Public WiFi
4652,2023-07-16 16:56:13,connect,Town Hall Holleman AP,dev_000000014,,Town Hall Public WiFi
4653,2023-07-16 16:56:14,connect,Town Hall Holleman AP,dev_000000014,,Town Hall Public WiFi
4654,2023-07-16 16:56:14,connect,Town Hall Holleman AP,dev_000000014,,Town Hall Public WiFi
4655,2023-07-16 16:56:14,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
4656,2023-07-16 16:56:14,connect,CC_Lobby_AP,dev_000000104,,Cultural Center Public WiFi
