"###Public_4###"
"ID","Date/Time","Action","Message","SSID","AP"
" 5155 ","2023-07-16 20:37:02","auth-req","AP received authentication request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5156 ","2023-07-16 20:37:02","reassoc-req","AP received reassociation request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5157 ","2023-07-16 20:37:06","client-authentication","Client 4a:ad:d7:35:b7:6c authenticated.","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5158 ","2023-07-16 20:37:06","auth-resp","AP sent authentication response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5159 ","2023-07-16 20:37:06","reassoc-resp","AP sent reassociation response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5160 ","2023-07-16 20:37:08","auth-req","AP received authentication request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5161 ","2023-07-16 20:37:08","auth-req","AP received authentication request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5162 ","2023-07-16 20:37:08","reassoc-req","AP received reassociation request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5163 ","2023-07-16 20:37:09","DHCP-ACK","DHCP ACK for IP 172.17.0.223 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 10:d5:61:53:76:88 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Town Hall Public WiFi","Town Hall Planning Lobby"
" 5164 ","2023-07-16 20:37:01","client-authentication","Client 4a:ad:d7:35:b7:6c authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 5165 ","2023-07-16 20:37:02","client-ip-detected","Client 4a:ad:d7:35:b7:6c had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 5166 ","2023-07-16 20:37:02","auth-resp","AP sent authentication response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5167 ","2023-07-16 20:37:02","reassoc-resp","AP sent reassociation response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5168 ","2023-07-16 20:37:06","auth-req","AP received authentication request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5169 ","2023-07-16 20:37:06","reassoc-req","AP received reassociation request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5170 ","2023-07-16 20:37:08","client-authentication","Client 3e:23:ff:16:52:8c authenticated.","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5171 ","2023-07-16 20:37:08","auth-resp","AP sent authentication response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5172 ","2023-07-16 20:37:08","auth-resp","AP sent authentication response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5173 ","2023-07-16 20:37:08","reassoc-resp","AP sent reassociation response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5174 ","2023-07-16 20:37:09","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.223 from client 10:d5:61:53:76:88","Town Hall Public WiFi","Town Hall Planning Lobby"
" 5175 ","2023-07-16 20:37:17","client-authentication","Client 4a:ad:d7:35:b7:6c authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 5176 ","2023-07-16 20:37:18","client-ip-detected","Client 4a:ad:d7:35:b7:6c had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 5177 ","2023-07-16 20:37:18","auth-req","AP received authentication request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5178 ","2023-07-16 20:37:18","auth-req","AP received authentication request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5179 ","2023-07-16 20:37:18","reassoc-req","AP received reassociation request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5180 ","2023-07-16 20:37:25","client-ip-detected","Client 4a:ad:d7:35:b7:6c had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 5181 ","2023-07-16 20:37:25","auth-req","AP received authentication request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5182 ","2023-07-16 20:37:25","reassoc-req","AP received reassociation request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5183 ","2023-07-16 20:37:18","auth-resp","AP sent authentication response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5184 ","2023-07-16 20:37:18","auth-resp","AP sent authentication response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5185 ","2023-07-16 20:37:18","reassoc-resp","AP sent reassociation response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5186 ","2023-07-16 20:37:24","client-authentication","Client 4a:ad:d7:35:b7:6c authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 5187 ","2023-07-16 20:37:25","auth-resp","AP sent authentication response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5188 ","2023-07-16 20:37:25","reassoc-resp","AP sent reassociation response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5189 ","2023-07-16 20:37:33","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.61 from client 28:df:eb:2e:3b:23","Public Works Public WiFi","PW_ConfRoom_AP"
" 5190 ","2023-07-16 20:37:38","client-ip-detected","Client 3e:23:ff:16:52:8c had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Conf_AP"
" 5191 ","2023-07-16 20:40:26","auth-resp","AP sent authentication response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5192 ","2023-07-16 20:37:33","DHCP-ACK","DHCP ACK for IP 172.17.0.61 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 28:df:eb:2e:3b:23 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Public Works Public WiFi","PW_ConfRoom_AP"
" 5193 ","2023-07-16 20:37:53","client-ip-detected","Client 56:dc:68:f9:d0:87 had an IP address detected (by IP packets).","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 5194 ","2023-07-16 20:38:00","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5195 ","2023-07-16 20:38:02","auth-resp","AP sent authentication response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5196 ","2023-07-16 20:38:02","reassoc-resp","AP sent reassociation response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5197 ","2023-07-16 20:37:53","client-ip-detected","Client 56:dc:68:f9:d0:87 had an IPv6 address detected (by IP packets)","Fire Station 2 Public WiFi","FS2_Bay_AP"
" 5198 ","2023-07-16 20:38:02","client-authentication","Client 3e:23:ff:16:52:8c authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 5199 ","2023-07-16 20:38:02","auth-req","AP received authentication request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5200 ","2023-07-16 20:38:02","reassoc-req","AP received reassociation request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5201 ","2023-07-16 20:38:10","DHCP-ACK","DHCP ACK for IP 172.17.0.29 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 58:ce:2a:c2:fe:f7 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5202 ","2023-07-16 20:38:10","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.29 from client 58:ce:2a:c2:fe:f7","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5203 ","2023-07-16 20:38:16","DHCP6-SOLICIT","DHCP6 SOLICIT from client 54:8c:a0:06:b5:bd(54:8c:a0:06:b5:bd)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5204 ","2023-07-16 20:38:25","auth-resp","AP sent authentication response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 5205 ","2023-07-16 20:38:25","client-authentication","Client 3e:23:ff:16:52:8c authenticated.","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 5206 ","2023-07-16 20:38:25","auth-req","AP received authentication request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 5207 ","2023-07-16 20:38:25","reassoc-req","AP received reassociation request frame from client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 5208 ","2023-07-16 20:38:25","reassoc-resp","AP sent reassociation response frame to client 3e:23:ff:16:52:8c","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 5209 ","2023-07-16 20:38:46","client-ip-detected","Client 3e:23:ff:16:52:8c had an IP address detected (by IP packets).","Bass Lake Public WiFi","BassLake_Snack_Outdoor"
" 5210 ","2023-07-16 20:39:04","client-authentication","Client c6:84:7a:15:96:51 authenticated.","HSPD Public WiFi","LEC_Communications_AP"
" 5211 ","2023-07-16 20:39:04","auth-resp","AP sent authentication response frame to client c6:84:7a:15:96:51","HSPD Public WiFi","LEC_Communications_AP"
" 5212 ","2023-07-16 20:39:04","assoc-resp","AP sent association response frame to client c6:84:7a:15:96:51","HSPD Public WiFi","LEC_Communications_AP"
" 5213 ","2023-07-16 20:39:04","client-ip-detected","Client c6:84:7a:15:96:51 had an IPv6 address detected (by IP packets)","HSPD Public WiFi","LEC_Communications_AP"
" 5214 ","2023-07-16 20:39:04","client-ip-detected","Client c6:84:7a:15:96:51 had an IPv6 address detected (by IP packets)","HSPD Public WiFi","LEC_Communications_AP"
" 5215 ","2023-07-16 20:39:05","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.8 from client c6:84:7a:15:96:51","HSPD Public WiFi","LEC_Communications_AP"
" 5216 ","2023-07-16 20:39:10","client-disconnected-by-wtp","Client 54:67:e6:5a:b5:c1 disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5217 ","2023-07-16 20:39:12","auth-resp","AP sent authentication response frame to client 54:67:e6:5a:b5:c1","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5218 ","2023-07-16 20:39:12","assoc-resp","AP sent association response frame to client 54:67:e6:5a:b5:c1","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5219 ","2023-07-16 20:39:12","client-ip-detected","Client 54:67:e6:5a:b5:c1 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5220 ","2023-07-16 20:39:04","auth-req","AP received authentication request frame from client c6:84:7a:15:96:51","HSPD Public WiFi","LEC_Communications_AP"
" 5221 ","2023-07-16 20:39:04","assoc-req","AP received association request frame from client c6:84:7a:15:96:51","HSPD Public WiFi","LEC_Communications_AP"
" 5222 ","2023-07-16 20:39:04","client-ip-detected","Client c6:84:7a:15:96:51 had an IP address detected (by SAVE packets).","HSPD Public WiFi","LEC_Communications_AP"
" 5223 ","2023-07-16 20:39:04","client-ip-detected","Client c6:84:7a:15:96:51 had an IP address detected (by DHCP packets).","HSPD Public WiFi","LEC_Communications_AP"
" 5224 ","2023-07-16 20:39:05","DHCP-ACK","DHCP ACK for IP 172.17.0.8 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client c6:84:7a:15:96:51 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","HSPD Public WiFi","LEC_Communications_AP"
" 5225 ","2023-07-16 20:39:12","client-authentication","Client 54:67:e6:5a:b5:c1 authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5226 ","2023-07-16 20:39:12","auth-req","AP received authentication request frame from client 54:67:e6:5a:b5:c1","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5227 ","2023-07-16 20:39:12","assoc-req","AP received association request frame from client 54:67:e6:5a:b5:c1","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5228 ","2023-07-16 20:39:13","DHCP-OFFER","DHCP OFFER of IP 172.17.0.10 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 54:67:e6:5a:b5:c1 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5229 ","2023-07-16 20:39:13","DHCP-ACK","DHCP ACK for IP 172.17.0.10 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 54:67:e6:5a:b5:c1 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5230 ","2023-07-16 20:39:13","client-ip-detected","Client 54:67:e6:5a:b5:c1 had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5231 ","2023-07-16 20:39:13","DHCP-DISCOVER","DHCP DISCOVER from client 54:67:e6:5a:b5:c1","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5232 ","2023-07-16 20:39:13","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.10 offered by server 172.17.0.254 from client 54:67:e6:5a:b5:c1","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5233 ","2023-07-16 20:39:13","client-ip-detected","Client 54:67:e6:5a:b5:c1 had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5234 ","2023-07-16 20:40:04","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5235 ","2023-07-16 20:40:11","DHCP6-SOLICIT","DHCP6 SOLICIT from client 54:8c:a0:06:b5:bd(54:8c:a0:06:b5:bd)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5236 ","2023-07-16 20:40:26","reassoc-resp","AP sent reassociation response frame to client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5237 ","2023-07-16 20:40:25","client-authentication","Client 4a:ad:d7:35:b7:6c authenticated.","Bass Lake Public WiFi","BassLake_Office_AP"
" 5238 ","2023-07-16 20:40:25","client-ip-detected","Client 4a:ad:d7:35:b7:6c had an IP address detected (by ARP packets).","Bass Lake Public WiFi","BassLake_Office_AP"
" 5239 ","2023-07-16 20:40:26","auth-req","AP received authentication request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5240 ","2023-07-16 20:40:26","reassoc-req","AP received reassociation request frame from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5241 ","2023-07-16 20:42:08","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5242 ","2023-07-16 20:42:21","DHCP6-SOLICIT","DHCP6 SOLICIT from client 54:8c:a0:06:b5:bd(54:8c:a0:06:b5:bd)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5243 ","2023-07-16 20:43:26","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.32 from client c4:1c:ff:ee:66:73","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5244 ","2023-07-16 20:43:26","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.19 from client 7c:56:da:83:45:e8","HSPD Public WiFi","LEC_IT_Office"
" 5245 ","2023-07-16 20:43:26","DHCP-ACK","DHCP ACK for IP 172.17.0.32 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client c4:1c:ff:ee:66:73 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5246 ","2023-07-16 20:43:26","DHCP-ACK","DHCP ACK for IP 172.17.0.19 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 7c:56:da:83:45:e8 from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","HSPD Public WiFi","LEC_IT_Office"
" 5247 ","2023-07-16 20:44:10","client-authentication","Client 82:52:18:fd:7b:ad authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5248 ","2023-07-16 20:44:11","auth-resp","AP sent authentication response frame to client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5249 ","2023-07-16 20:44:11","reassoc-resp","AP sent reassociation response frame to client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5250 ","2023-07-16 20:44:11","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5251 ","2023-07-16 20:44:12","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5252 ","2023-07-16 20:44:10","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5253 ","2023-07-16 20:44:11","auth-req","AP received authentication request frame from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5254 ","2023-07-16 20:44:11","reassoc-req","AP received reassociation request frame from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5255 ","2023-07-16 20:44:11","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5256 ","2023-07-16 20:44:12","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5257 ","2023-07-16 20:44:17","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5258 ","2023-07-16 20:44:18","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5259 ","2023-07-16 20:44:12","DHCP6-SOLICIT","DHCP6 SOLICIT from client b4:b6:86:44:df:c8(00:00:00:00:00:00)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5260 ","2023-07-16 20:44:16","DHCP6-SOLICIT","DHCP6 SOLICIT from client 54:8c:a0:06:b5:bd(54:8c:a0:06:b5:bd)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5261 ","2023-07-16 20:44:17","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5262 ","2023-07-16 20:44:18","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5263 ","2023-07-16 20:44:31","DHCP-ACK","DHCP ACK for IP 172.17.0.33 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 4a:ad:d7:35:b7:6c from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Bass Lake Public WiFi","BassLake_Office_AP"
" 5264 ","2023-07-16 20:44:31","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.33 from client 4a:ad:d7:35:b7:6c","Bass Lake Public WiFi","BassLake_Office_AP"
" 5265 ","2023-07-16 20:44:49","client-disconnected-by-wtp","Client 82:52:18:fd:7b:ad disconnected by WTP.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5266 ","2023-07-16 20:44:52","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.152 from client b8:bb:af:be:e8:ec","HSPD Public WiFi","LEC_Communications_AP"
" 5267 ","2023-07-16 20:44:58","client-authentication","Client 82:52:18:fd:7b:ad authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5268 ","2023-07-16 20:44:59","auth-resp","AP sent authentication response frame to client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5269 ","2023-07-16 20:44:59","assoc-resp","AP sent association response frame to client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5270 ","2023-07-16 20:44:59","DHCP-ACK","DHCP ACK for IP 172.17.0.20 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 82:52:18:fd:7b:ad from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5271 ","2023-07-16 20:45:00","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5272 ","2023-07-16 20:44:52","DHCP-ACK","DHCP ACK for IP 172.17.0.152 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client b8:bb:af:be:e8:ec from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","HSPD Public WiFi","LEC_Communications_AP"
" 5273 ","2023-07-16 20:44:59","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by DHCP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5274 ","2023-07-16 20:44:59","auth-req","AP received authentication request frame from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5275 ","2023-07-16 20:44:59","assoc-req","AP received association request frame from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5276 ","2023-07-16 20:44:59","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.20 from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5277 ","2023-07-16 20:45:00","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5278 ","2023-07-16 20:45:10","auth-resp","AP sent authentication response frame to client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5279 ","2023-07-16 20:45:10","reassoc-resp","AP sent reassociation response frame to client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5280 ","2023-07-16 20:45:10","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by SAVE packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5281 ","2023-07-16 20:45:10","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by NONE packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5282 ","2023-07-16 20:45:10","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5283 ","2023-07-16 20:45:12","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by IP packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5284 ","2023-07-16 20:45:13","DHCP-ACK","DHCP ACK for IP 172.17.0.21 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client 38:64:07:f6:02:2a from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5285 ","2023-07-16 20:45:09","client-authentication","Client 82:52:18:fd:7b:ad authenticated.","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5286 ","2023-07-16 20:45:10","auth-req","AP received authentication request frame from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5287 ","2023-07-16 20:45:10","reassoc-req","AP received reassociation request frame from client 82:52:18:fd:7b:ad","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5288 ","2023-07-16 20:45:10","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by SAVE packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5289 ","2023-07-16 20:45:10","client-ip-detected","Client 82:52:18:fd:7b:ad had an IPv6 address detected (by NONE packets)","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5290 ","2023-07-16 20:45:12","client-ip-detected","Client 82:52:18:fd:7b:ad had an IP address detected (by ARP packets).","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5291 ","2023-07-16 20:45:13","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.21 from client 38:64:07:f6:02:2a","Fire Station 1 Public WiFi","FS1_UP_HallWay_AP"
" 5292 ","2023-07-16 20:45:42","client-authentication","Client da:c4:7e:c9:09:8e authenticated.","WWTP Public WiFi","WWTP AP"
" 5293 ","2023-07-16 20:45:42","auth-req","AP received authentication request frame from client da:c4:7e:c9:09:8e","WWTP Public WiFi","WWTP AP"
" 5294 ","2023-07-16 20:45:42","assoc-req","AP received association request frame from client da:c4:7e:c9:09:8e","WWTP Public WiFi","WWTP AP"
" 5295 ","2023-07-16 20:45:42","DHCP-DISCOVER","DHCP DISCOVER from client da:c4:7e:c9:09:8e","WWTP Public WiFi","WWTP AP"
" 5296 ","2023-07-16 20:45:43","client-ip-detected","Client da:c4:7e:c9:09:8e had an IP address detected (by SAVE packets).","WWTP Public WiFi","WWTP AP"
" 5297 ","2023-07-16 20:45:43","client-ip-detected","Client da:c4:7e:c9:09:8e had an IPv6 address detected (by IP packets)","WWTP Public WiFi","WWTP AP"
" 5298 ","2023-07-16 20:45:44","DHCP-REQUEST","DHCP REQUEST for IP 172.17.0.26 offered by server 172.17.0.254 from client da:c4:7e:c9:09:8e","WWTP Public WiFi","WWTP AP"
" 5299 ","2023-07-16 20:45:42","auth-resp","AP sent authentication response frame to client da:c4:7e:c9:09:8e","WWTP Public WiFi","WWTP AP"
" 5300 ","2023-07-16 20:45:42","assoc-resp","AP sent association response frame to client da:c4:7e:c9:09:8e","WWTP Public WiFi","WWTP AP"
" 5301 ","2023-07-16 20:45:43","client-ip-detected","Client da:c4:7e:c9:09:8e had an IPv6 address detected (by IP packets)","WWTP Public WiFi","WWTP AP"
" 5302 ","2023-07-16 20:45:43","client-ip-detected","Client da:c4:7e:c9:09:8e had an IP address detected (by DHCP packets).","WWTP Public WiFi","WWTP AP"
" 5303 ","2023-07-16 20:45:44","DHCP-OFFER","DHCP OFFER of IP 172.17.0.26 from server 172.17.0.254 with MAC 00:09:0f:09:00:12 for client da:c4:7e:c9:09:8e from router 172.17.0.254 on subnet 255.255.240.0 with dns 8.8.4.4, 8.8.8.8","WWTP Public WiFi","WWTP AP"
